SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost","Sale Price",MS,FZ,MG,MD
SRN-SAM-686,"Galaxy Note 3 N9000 N900A N900T N900P N900V LCD Digitizer Touch Screen Gray - New",730.00,6.82,7.74,108.17,0.0000,110.00,137.99,144.98,139.99
APL-003-0006,"3 Megapixel Replacement Camera for iPhone 3GS",0.00,0.00,0.00,0.00,0.0000,,,,1.49
APL-003-0036,"Metal Bracket for Mute Key for iPhone 3G 3GS",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0042,"Proximity Sensor with Bracket for iPhone 3G 3GS",0.00,0.00,0.00,0.00,0.0000,,,,1.99
APL-003-0084,"Vibrator Motor for iPhone 3G 3GS",0.00,0.00,0.00,0.00,0.0000,,,0.60,1.49
APL-003-0102,"Vibrator Mute On/Off Switch for iPhone 3G 3GS Black",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0108,"Vibrator Mute On/Off Switch for iPhone 3G 3GS White",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0114,"Complete Replacement Screws Set for iPhone 3G 3GS",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0156,"Replacement Home Button with Flex for iPhone 3G 3GS Cable Green",0.00,0.00,0.00,0.00,0.0000,,,,1.99
APL-003-0174,"iPhone 3G 3GS Replacement Home Button with Flex Cable - Red",0.00,0.00,0.00,0.00,0.0000,,,,0.49
APL-003-0186,"iPhone 3G 3GS Headphone Audio Flex Ribbon Cable Jack - Black",0.00,0.00,0.00,0.00,0.0000,,,,1.99
APL-003-0192,"ATT iPhone 4 Proximity Light Sensor Power Flex",9.00,6.85,1.96,1.60,0.0000,2.19,7.99,,1.99
APL-003-0210,"ATT iPhone 4 Camera Front-Facing",0.00,0.00,0.00,0.00,0.0000,3.49,,0.99,1.49
APL-003-0216,"ATT iPhone 4 Signal Antenna Cover Cable",5.00,6.14,2.16,1.17,0.0000,,,,0.99
APL-003-0288,"iPhone 4 Home Button - Green",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0294,"iPhone 4 Home Button - Yellow",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0300,"iPhone 4 Home Button - Dark Blue",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0306,"iPhone 4 Home Button - Baby Blue",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0312,"iPhone 4 Home Button - Transparent",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0318,"iPhone 4 Home Button - Chrome Mirror",0.00,0.00,0.00,0.00,0.0000,,,0.30,1.49
APL-003-0324,"Verizon/Sprint iPhone 4 Signal Antenna Metal Cover Cable",0.00,0.00,0.00,0.00,0.0000,,,,0.49
APL-003-0330,"Verizon/Sprint iPhone 4 Charging Port Flex Cable Ribbon - Black",10.00,6.85,1.44,1.67,0.0000,2.99,7.99,,1.99
APL-003-0336,"Verizon/Sprint iPhone 4 Headphone Audio Flex Ribbon Cable",12.00,6.10,0.90,2.11,0.0000,2.99,,,1.49
APL-003-0342,"Verizon/Sprint iPhone 4 Proximity Light Sensor Power Flex",7.00,6.32,0.83,1.24,0.0000,2.39,7.99,,1.99
APL-003-0366,"iPhone 4 4S Phillips Cross Replacement Screws",1.00,6.32,0.00,0.16,0.0000,,,0.30,1.99
APL-003-0462,"iPhone 4S Home Button - Black",0.00,0.00,0.00,0.00,0.0000,1.49,,0.60,
APL-003-0468,"iPhone 4S Home Button - Chrome Mirror",0.00,0.00,0.00,0.00,0.0000,,,0.60,
APL-003-0480,"iPhone 4S Home Button - Green",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0486,"iPhone 4S Home Button - Pink",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0492,"iPhone 4S Home Button - Red",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0498,"iPhone 4S Home Button - Transparent",0.00,0.00,0.00,0.00,0.0000,,,0.60,
APL-003-0504,"iPhone 4S Home Button - White",1.50,6.88,0.15,0.24,0.0000,,,0.60,
APL-003-0510,"iPhone 4S Home Button - Yellow",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0516,"iPhone 4S Home Button - Baby Blue",0.00,0.00,0.00,0.00,0.0000,,,0.30,
APL-003-0522,"Front Camera with Proximity Sensor Flex Cable for iPhone 5",7.00,6.88,1.13,1.18,0.0000,1.79,7.99,1.68,2.99
APL-003-0528,"iPhone 5 Back Camera Flex Cable",20.00,6.88,0.15,2.93,0.0000,3.75,9.99,3.99,5.99
APL-003-0534,"iPhone 5 Mute Volume Power Metal Buttons - Black",7.00,6.43,1.41,1.31,0.0000,1.99,,0.99,0.00
APL-003-0540,"iPhone 5 Mute Volume Power Metal Buttons - White",6.00,6.50,1.90,1.22,0.0000,1.99,,0.99,0.99
APL-003-0546,"iPhone 5 Vibrator Motor",6.00,6.50,1.94,1.22,0.0000,2.98,3.99,,1.99
APL-003-0552,"iPhone 5 SIM Card Tray - Silver",2.00,6.82,1.80,0.56,0.0000,1.89,3.99,,0.99
APL-003-0558,"iPhone 5 SIM Card Tray - Black",2.00,6.70,1.45,0.51,0.0000,,3.99,,0.99
APL-003-0564,"Headphone Jack Charging Port Flex Cable for iPhone 5 Black",10.00,6.85,0.69,1.56,0.0000,,7.99,1.80,3.99
APL-003-0570,"Home Button for iPhone 5 White",1.50,6.88,0.15,0.24,0.0000,1.29,,0.40,1.99
APL-003-0576,"Home Button for iPhone 5 Black",1.50,6.88,0.15,0.24,0.0000,1.09,,0.99,1.99
APL-003-0582,"Loud Speaker Module for iPhone 5",6.00,6.88,0.15,0.89,0.0000,1.39,4.99,1.99,2.99
APL-003-0588,"Headphone Jack Charging Port Flex Cable for iPhone 5 White",10.00,6.85,0.69,1.56,0.0000,,7.99,1.80,3.99
APL-003-0618,"Power Volume Flex Cable for iPhone 5",8.00,6.82,0.90,1.30,0.0000,2.99,7.99,2.00,3.99
APL-003-0654,"Charging Port for iPod Touch 2 3",0.00,0.00,0.00,0.00,0.0000,,,0.99,
APL-003-0684,"Charging Port Module for iPod Touch 4",5.00,6.70,1.45,0.96,0.0000,,4.99,0.99,1.49
APL-003-0690,"Front Camera for iPod Touch 4",0.00,0.00,0.00,0.00,0.0000,1.49,7.99,0.60,
APL-003-0696,"Audio Headphone Jack Flex Cable for iPod Touch 4",4.00,6.12,1.80,0.95,0.0000,0.99,4.99,,0.99
APL-003-0702,"Home Button for iPod Touch 4 Flex",2.00,6.12,1.80,0.62,0.0000,,,0.50,2.99
APL-003-0708,"Loud Speaker Buzzer Flex for iPod Touch 4",0.00,0.00,0.00,0.00,0.0000,0.99,,,0.49
APL-003-0714,"Power Volume Flex Cable for iPod Touch 4",4.00,6.85,2.24,0.91,0.0000,0.99,,0.99,2.99
APL-003-0720,"Rear Camera for iPod Touch 4",0.00,0.00,0.00,0.00,0.0000,1.49,4.99,0.90,0.49
APL-003-0726,"Wifi Flex Cable for iPod Touch 4",6.00,6.28,1.87,1.25,0.0000,0.99,4.99,,1.49
APL-003-0834,"Audio Headphone Jack Flex Cable GSM Version for iPad 2",10.00,6.85,1.96,1.75,0.0000,2.49,7.99,1.50,6.99
APL-003-0840,"Audio Headphone Jack Flex Cable WIFI / CDMA Version for iPad 2",8.00,6.43,0.00,1.24,0.0000,2.19,7.99,1.80,1.99
APL-003-0846,"Rear Camera for iPad 2",10.00,6.70,3.59,2.03,0.0000,4.99,,0.80,1.99
APL-003-0852,"Camera Front Facing for iPad 2",10.00,6.88,0.15,1.48,0.0000,,,0.60,2.99
APL-003-0858,"Charging Port Dock Flex Cable for iPad 2",10.00,6.88,0.15,1.48,0.0000,4.72,7.99,1.50,2.99
APL-003-0864,"LCD Screen Connector Flex Cable for iPad 2",25.00,6.85,0.68,3.75,0.0000,5.29,7.99,5.50,
APL-003-0870,"Internal Loudspeaker for iPad 2",18.00,6.88,0.15,2.64,0.0000,4.00,,1.68,2.99
APL-003-0876,"Volume Vibrator Switch Power Button Flex Cable CDMA Version for iPad 2 (EMC 2560)",6.00,6.88,0.15,0.89,0.0000,3.49,7.99,1.99,6.99
APL-003-0882,"iPad 2 Volume Vibrator Switch Power Button Flex Cable - GSM / WIFI Version (2011)",7.00,6.82,2.11,1.34,0.0000,3.79,7.99,1.99,
APL-003-0888,"Volume and Mute Side Buttons for iPad 2",3.00,6.85,1.23,0.62,0.0000,1.29,3.99,0.80,
APL-003-0894,"WIFI Bluetooth Signal Antenna Flex Cable for iPad 2",7.00,6.88,0.15,1.04,0.0000,2.49,7.99,1.50,2.99
APL-003-0900,"Micro SIM Card Tray Holder for iPad 2",0.00,0.00,0.00,0.00,0.0000,,,0.00,
APL-003-0930,"Home Button for iPad 2 3 4 Green",6.00,6.12,1.84,1.28,0.0000,,,0.50,1.99
APL-003-0936,"Home Button for iPad 2 3 4 Pink",6.00,6.10,0.90,1.13,0.0000,,,0.50,1.99
APL-003-0942,"Home Button for iPad 2 3 4 Red",6.00,6.10,0.90,1.13,0.0000,,,0.50,1.99
APL-003-0948,"Home Button Circuit Control Board for iPad 2 3",3.00,6.46,2.54,0.86,0.0000,,,,0.99
APL-003-0954,"Wifi & Bluetooth Flex Cable for iPad 3/4",7.00,6.82,2.24,1.35,0.0000,2.49,7.99,1.99,
APL-003-0960,"Charging Port Flex Cable for iPad 3",9.00,6.82,1.80,1.58,0.0000,2.99,7.99,2.50,3.99
APL-003-0966,"GPS Antenna Flex Cable for iPad 3",0.00,0.00,0.00,0.00,0.0000,2.29,4.99,,
APL-003-0972,"Headphone Audio Jack Flex Cable WIFI Version for iPad 3",0.00,0.00,0.00,0.00,0.0000,,,1.99,2.99
APL-003-0978,"Power On Off Volume Flex Cable for iPad 3",10.00,6.10,0.90,1.79,0.0000,5.99,7.99,1.20,3.99
APL-003-0984,"Home Button Circuit Control Board for iPad 2 3",2.00,6.43,0.36,0.37,0.0000,,,0.50,1.99
APL-003-0990,"Headphone Audio Jack Flex Cable for iPad Mini White",10.00,6.85,3.80,2.01,0.0000,2.19,7.99,,1.99
APL-003-0996,"WiFi & Bluetooth Left Antenna for iPad Mini & iPad Mini 2",6.00,6.88,0.15,0.89,0.0000,4.29,,0.80,1.99
APL-003-1002,"Charging Port Flex Cable Assembly for iPad Mini White",10.00,6.85,3.80,2.01,0.0000,4.85,7.99,1.20,2.99
APL-003-1008,"WiFi & Bluetooth Right Antenna for iPad Mini & iPad Mini 2",9.00,6.82,2.24,1.65,0.0000,3.29,,1.50,1.99
APL-003-1014,"Home Button Flex Cable for iPad Mini & iPad Mini 2",8.00,6.13,2.07,1.64,0.0000,,7.99,0.80,3.99
APL-002-0820,"Touch Screen Digitizer Mid-Frame Bezel for iPad 2 3 4 Black",4.00,6.88,0.15,0.60,0.0000,1.25,2.99,0.99,1.99
APL-002-0821,"Touch Screen Digitizer Mid-Frame Bezel for iPad 2 3 4 White",4.00,6.88,0.15,0.60,0.0000,1.25,2.99,0.99,1.99
APL-003-1442,"SIM Card Tray for iPhone 6 Space Silver",3.00,6.50,0.55,0.55,0.0000,1.79,4.99,0.99,
APL-002-0372,"Custom Piano Glass Back Housing for ATT iPhone 4",0.00,0.00,0.00,0.00,0.0000,,,1.99,1.99
APL-003-1438,"Loud Speaker for iPhone 6",6.00,6.88,0.15,0.89,0.0000,1.99,7.99,1.99,2.99
APL-002-0510,"Custom Flag American USA Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0510,"Custom Flag American USA Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0516,"Custom Flag British UK Glass Back Housing for Sprint Verizon iPhone 4",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0516,"Custom Flag British UK Glass Back Housing for Sprint Verizon iPhone 4",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0522,"Custom Flag Canada Canadian Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0522,"Custom Flag Canada Canadian Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,,,,2.99
APL-002-0528,"Custom Flag France French Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,3.50,,,
APL-002-0528,"Custom Flag France French Glass Back Housing for iPhone 4S",0.00,0.00,0.00,0.00,0.0000,3.50,,,
APL-002-0594,"Custom Piano Glass Back Housing for Verizon/Sprint iPhone 4",0.00,0.00,0.00,0.00,0.0000,,,,1.99
APL-002-0594,"Custom Piano Glass Back Housing for Verizon/Sprint iPhone 4 ",0.00,0.00,0.00,0.00,0.0000,,,,1.99
APL-002-1292,"Metal Housing Back Plate Cover for ATT GSM iPhone 4 Red",0.00,0.00,0.00,0.00,0.0000,,,,5.49
APL-001-0042,"Touch Screen Digitizer Glass for iPhone 3GS Orange",0.00,0.00,0.00,0.00,0.0000,,,1.99,
APL-001-0066,"Touch Screen Digitizer Glass for iPhone 3GS Pink",0.00,0.00,0.00,0.00,0.0000,,,1.99,
APL-001-0090,"LCD Screen for iPhone 3GS",0.00,0.00,0.00,0.00,0.0000,,12.99,,
APL-001-0096,"LCD and Touch Screen Digitizer for ATT iPhone 4 Black",70.00,6.88,1.13,10.34,0.0000,11.50,19.99,13.50,
APL-001-0102,"LCD and Touch Screen Digitizer for ATT iPhone 4 White",70.00,6.88,1.13,10.34,0.0000,11.50,19.99,13.50,14.99
APL-003-1436,"Power Button Flex Cable for iPhone 6",9.00,6.88,1.13,1.47,0.0000,2.89,9.99,2.40,3.99
APL-001-0186,"LCD and Touch Screen Digitizer for Verizon/Sprint iPhone 4 Black",70.00,6.85,13.41,12.18,0.0000,11.50,19.49,13.50,
APL-001-0276,"LCD and Touch Screen Digitizer for iPhone 4S Black",70.00,6.85,6.54,11.17,0.0000,11.50,19.49,13.50,14.99
APL-001-0282,"LCD and Touch Screen Digitizer for iPhone 4S White",30.00,6.85,3.53,4.89,0.0000,11.50,19.99,13.50,
APL-001-0410,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - Black",12.00,1.00,0.00,12.00,0.0000,13.50,19.99,14.20,15.99
APL-001-0411,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - White",12.00,1.00,0.00,12.00,0.0000,13.50,19.99,14.20,15.99
APL-001-0462,"LCD Screen for iPad 2",220.00,6.82,8.40,33.49,0.0000,40.50,49.99,41.99,45.99
APL-001-0480,"Touch Screen Digitizer for iPad 3 4 Yellow",50.00,6.12,3.20,8.69,0.0000,,,,8.99
APL-001-0498,"Touch Screen Digitizer for iPad 3 4 Green",0.00,0.00,0.00,0.00,0.0000,,,,8.99
APL-001-0522,"LCD Screen Replacement for iPad Mini (Non-Retina)",180.00,6.85,6.54,27.23,0.0000,32.50,37.99,34.98,34.99
APL-001-0528,"LCD Screen for iPod Touch 1",0.00,0.00,0.00,0.00,0.0000,,,4.99,
APL-001-0534,"Touch Screen Digitizer for iPod Touch 1",0.00,0.00,0.00,0.00,0.0000,,,1.99,
APL-001-0540,"Touch Screen Digitizer for iPod Touch 2 Black",20.00,6.46,2.08,3.42,0.0000,,,0.99,
APL-001-0564,"Touch Screen Digitizer for iPod Touch 3",0.00,0.00,0.00,0.00,0.0000,,,0.99,
APL-001-0576,"Touch Screen Glass Digitizer with Frame and Home Button for iPod Touch 3",20.00,6.43,7.42,4.26,0.0000,,,0.99,
APL-001-0588,"LCD and Touch Screen Digitizer for iPod Touch 4 Black",60.00,6.85,13.41,10.72,0.0000,14.50,14.99,13.98,12.99
APL-001-0594,"LCD and Touch Screen Digitizer for iPod Touch 4 - White",60.00,6.85,13.41,10.72,0.0000,14.50,17.99,13.98,12.99
APL-001-0600,"LCD and Touch Screen Digitizer for iPod Touch 4 Baby Blue",70.00,6.32,2.19,11.42,0.0000,,,,13.99
FLX-HTC-006,"HTC Amaze Audio Headphone Jack Earpiece Speaker Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-030,"HTC Aria MicroSD SIM Card Port Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-120,"HTC HD2 T8585 GPS Antenna Board Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-126,"HTC HD2 T8585 Keyboard Keypad Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,1.50,
FLX-HTC-174,"HTC Droid Incredible 2 S Simcard Port Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-228,"HTC Mytouch 4G Sim Card Memory SD Card Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,1.50,
FLX-HTC-240,"HTC Mytouch 4G Slide Microphone Audio Power Main Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-246,"HTC MyTouch 4G Slide PCB Slide Ribbon Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,,0.49
FLX-HTC-252,"HTC One V On/Off Power Button Volume Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,1.50,
FLX-HTC-258,"HTC One X Dock Connector with PCB Board Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.80,
FLX-HTC-264,"HTC One X S720e G23 Micro SIM Card Tray Holder - Black",0.00,0.00,0.00,0.00,0.0000,,,0.50,
FLX-HTC-270,"HTC One X  Micro SIM Card Tray Holder - White",0.00,0.00,0.00,0.00,0.0000,,,0.50,
FLX-HTC-294,"HTC Radar 4G Audio Jack Power On Off Main PCB Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,16.99,
FLX-HTC-306,"HTC Radar 4G Sim Card Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-318,"HTC Rezound Sim Card Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-336,"HTC Sensation Main Power Audio Ribbon Flex Cable",40.00,6.15,3.05,7.00,0.0000,,,5.99,
FLX-HTC-348,"HTC Sensation Side Volume Key Button Ribbon Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.60,
FLX-HTC-354,"HTC Sensation Sim Card Memory Card Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-390,"HTC Desire Z T-mobile G2 Trackball Joystick Navigation Key Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-HTC-426,"HTC Wildfire Volume Key Ribbon Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
SRN-HTC-042,"HTC ATT Freestyle Touch Screen Digitizer",25.00,6.32,8.97,5.38,0.0000,,,2.99,
SRN-HTC-090,"HTC Droid Incredible 4G LTE Touch Screen Digitizer",25.00,6.32,6.73,5.02,0.0000,,,3.99,
SRN-HTC-102,"HTC Evo 3D Touch Screen Digitizer",20.00,6.82,8.90,4.24,0.0000,,,2.99,
SRN-HTC-156,"HTC Evo 4G LTE Touch Screen Digitizer",35.00,6.50,6.88,6.44,0.0000,,,1.99,
SRN-HTC-168,"HTC Evo Shift 4G Touch Screen Digitizer",25.00,6.32,6.88,5.04,0.0000,,,3.99,
SRN-HTC-198,"HTC G2 / Desire Z Touch Screen Digitizer",25.00,6.32,6.88,5.04,0.0000,,,1.99,
SRN-HTC-204,"HTC HD2 Tmobile Touch Screen Digitizer",4.00,1.00,0.25,4.25,0.0000,,,5.50,
SRN-HTC-222,"HTC HD7 Touch Screen Digitizer",0.00,0.00,0.00,0.00,0.0000,,,4.99,
SRN-HTC-234,"HTC HD7S Touch Screen Digitizer",0.00,0.00,0.00,0.00,0.0000,,,4.99,
SRN-HTC-264,"HTC MyTouch 3G Slide LCD Screen",25.00,6.13,8.51,5.47,0.0000,,,0.20,
SRN-HTC-270,"HTC MyTouch 3G Slide Touch Screen Digitizer",0.00,0.00,0.00,0.00,0.0000,,,2.99,
SRN-HTC-288,"HTC Mytouch 4G LCD Screen",0.00,0.00,0.00,0.00,0.0000,,,,5.49
SRN-HTC-306,"HTC Mytouch 4G Touch Screen Digitizer",25.00,6.14,11.11,5.88,0.0000,,,,2.49
SRN-HTC-312,"HTC One S LCD + Touch Screen Digitizer",90.00,6.13,9.09,16.16,0.0000,,,15.99,
SRN-HTC-324,"HTC One X Front Housing LCD + Touch Screen Digitizer",125.00,6.50,1.05,19.39,0.0000,,,17.99,
SRN-HTC-342,"HTC Rezound LCD Screen",0.00,0.00,0.00,0.00,0.0000,,,9.99,
SRN-HTC-354,"HTC Rhyme Touch Screen Digitizer",0.00,0.00,0.00,0.00,0.0000,,,2.50,
SRN-HTC-378,"HTC Sensation Touch Screen Digitizer",0.00,0.00,0.00,0.00,0.0000,,,7.50,
SRN-HTC-498,"HTC Wildfire S LCD Screen",0.00,0.00,0.00,0.00,0.0000,,,2.99,
FLX-LGM-066,"LG Optimus Black P970 Audio Headphone Jack Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
SRN-LGM-030,"LG G2X Optimus 2X P990 P999 LCD Screen",0.00,0.00,0.00,0.00,0.0000,,,5.99,
SRN-LGM-036,"LG G2X Optimus 2X P990 P999 Touch Screen Digitizer - Black",35.00,6.50,3.57,5.93,0.0000,,,3.99,
SRN-LGM-096,"LG Optimus 3D P920 Thrill 4G P925 Touch Screen Digitizer",40.00,6.12,5.24,7.39,0.0000,,,5.99,
SRN-LGM-108,"LG Optimus Black P970 Touch Screen Digitizer - Black",35.00,6.32,6.73,6.60,0.0000,,,3.99,
SRN-LGM-114,"LG Revolution VS910 LCD Screen",0.00,0.00,0.00,0.00,0.0000,,,6.50,2.99
SRN-LGM-120,"LG Revolution VS910 Touch Screen Digitizer",35.00,6.12,5.24,6.58,0.0000,,,5.99,
FLX-SAM-006,"Samsung Epic 4G D700 Keyboard Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-012,"Samsung Epic 4G D700 Motherboard Slide Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-048,"Samsung Galaxy Nexus i9250 Charging Port Flex Cable",13.00,6.50,1.62,2.25,0.0000,,,0.99,
FLX-SAM-066,"Samsung Galaxy Nexus i9250 Keypad Volume Ribbon Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.50,
FLX-SAM-462,"Samsung Galaxy Note 2 Keypad Home Button Flex Cable",10.00,6.85,2.16,1.78,0.0000,3.89,,2.99,3.99
FLX-SAM-096,"Samsung Galaxy Note 2 N7100 Sim Card Memory Card Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,4.50,
FLX-SAM-126,"Samsung Galaxy S Captivate i897 Audio Jack Earpiece Flex Cable",10.00,6.50,2.29,1.89,0.0000,,,0.99,
FLX-SAM-132,"Samsung Galaxy S Captivate i897 Keypad Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-138,"Samsung Galaxy S Captivate i897 LCD Motherboard Mic Touchpad Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-144,"Samsung Galaxy S Captivate i897 Sim Card Flex Cable",10.00,6.85,2.24,1.79,0.0000,,,0.99,
FLX-SAM-234,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Wifi Antenna Flex Cable",0.00,0.00,0.00,0.00,0.0000,2.95,,,
FLX-SAM-240,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Back Camera Flex Cable",15.00,6.30,1.51,2.62,0.0000,2.75,9.49,0.99,1.99
FLX-SAM-246,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Loudspeaker Flex Cable - White",10.00,6.50,1.36,1.75,0.0000,4.25,,2.99,
FLX-SAM-252,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Front Camera Flex Cable",9.00,6.30,1.62,1.69,0.0000,2.79,,,1.99
FLX-SAM-258,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Home Button Flex Cable",0.00,0.00,0.00,0.00,0.0000,1.39,,,0.49
FLX-SAM-264,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Keypad Flex Cable",0.00,0.00,0.00,0.00,0.0000,1.89,,,0.99
FLX-SAM-270,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Speaker Volume Flex Cable",0.00,0.00,0.00,0.00,0.0000,3.29,,,1.49
FLX-SAM-276,"Samsung Galaxy S3 i9300 T999 i747 i535 L710 Vibrator Flex Cable",0.00,0.00,0.00,0.00,0.0000,2.79,,,
FLX-SAM-282,"Samsung Galaxy S3 i9300 T999 i747 Sim Memory Card Flex Cable",8.00,6.30,2.28,1.63,0.0000,3.49,4.99,2.99,
FLX-SAM-294,"Samsung Galaxy Tab 10.1 P7510 P7500 Headphone Audio Jack Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,1.50,
FLX-SAM-306,"Samsung Galaxy Tab 10.1 P7510 P7500 Power Volume Button Flex Cable",10.00,6.88,0.15,1.48,0.0000,,,0.80,
FLX-SAM-336,"Samsung Galaxy Tab SGH-i957 P7300 P7310 P7320 Volume Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.80,
FLX-SAM-342,"Samsung Galaxy Tab SGH-T849 i987 P1000 Audio Headphone Jack Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-354,"Samsung Galaxy Tab SGH-T849 i987 P1000 LCD Connector Flex Cable",10.00,6.50,0.00,1.54,0.0000,,,0.99,
FLX-SAM-360,"Samsung Galaxy Tab SGH-T849 i987 P1000 Main LCD Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-390,"Samsung S8600 Wave 3 Buzzer Loudpeaker Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
FLX-SAM-414,"Samsung Sidekick 4G T839 Keypad Flat Connector Flex Cable",0.00,0.00,0.00,0.00,0.0000,,,0.99,
SRN-SAM-036,"Samsung Galaxy Nexus i515 i9250 L700 LCD + Touch Screen Digitizer",400.00,6.13,7.69,66.51,0.0000,,,50.00,
SRN-SAM-042,"Galaxy Note 2 i317 T889 LCD + Digitizer Touch Screen - Gray - New",470.00,6.82,7.93,70.08,0.0000,84.99,112.99,,94.99
SRN-SAM-048,"Galaxy Note 2 N7105 i317 T889 LCD + Digitizer Touch Screen - White - New",570.00,6.43,10.61,90.30,0.0000,84.99,104.99,,94.99
SRN-SAM-132,"Galaxy S3 T999 i747 i535 L710 LCD + Touch Screen Digitizer - White",275.00,6.88,8.70,41.24,0.0000,55.00,69.99,56.99,64.99
SRN-SAM-138,"Galaxy S3 T999 i747 LCD + Touch Screen Digitizer with Frame - Marble White",38.00,1.00,0.00,38.00,0.0000,65.00,74.99,,65.99
TAB-SRN-090,"Samsung Galaxy Tab 2 10.1 T779 i497 Touch Screen Digitizer - Black",45.00,6.12,6.96,8.49,0.0000,12.99,,13.50,
TAB-SRN-102,"Samsung Galaxy Tab/Tab 2 10.1 5113 P7500 LCD Screen",210.00,6.32,7.14,34.36,0.0000,,39.99,35.99,40.99
TAB-SRN-114,"Samsung Galaxy Tab 2 10.1 P5113 P5100 Touch Screen Digitizer - Black",45.00,6.43,1.58,7.24,0.0000,12.99,0.00,13.50,
TAB-SRN-120,"Samsung Galaxy Tab 2 10.1 P5113 Touch Screen Digitizer - White",45.00,6.50,1.72,7.19,0.0000,12.99,14.99,12.99,
TAB-SRN-126,"Samsung Galaxy Tab 2 7.0 P3113 Student Edition Digitizer - White",45.00,6.43,6.79,8.05,0.0000,,,11.50,
TAB-SRN-138,"Samsung Galaxy Tab Plus P6210 P6200 Touch Screen Digitizer",60.00,6.30,10.58,11.20,0.0000,,,3.99,
