PartNumber,PartDescription,Location,Qty,UOM,Cost,Date,Note,Tracking-Lot Number,Tracking-Revision Level,Tracking-Expiration Date
BTY-COV-392,LG Google Nexus 4 E960 Back Battery Door Cover with NFC,Main-Stock,7,ea,60,,,,,
BTY-COV-396,LG Intuition VS950 Rear Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-398,LG Intuition VS950 Back Battery Door Cover,Main-Stock,1,ea,0,,,,,
BTY-COV-400,SAMSUNG GALAXY S2 I777 Rear Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-402,Samsung Galaxy S2 EPIC 4G D710 Rear Housing,Main-Stock,19,ea,0,,,,,
BTY-COV-404,Samsung Galaxy S2 EPIC 4G D710 Back Battery Door Cover,Main-Stock,7,ea,10,,,,,
BTY-COV-406,Motorola Droid MINI XT1030 Back Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-408,Motorola Droid MINI XT1030 Back Battery Door Cover,Main-Stock,1,ea,0,,,,,
BTY-COV-410,HTC Windows 8X 6990L Back Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-416,Motorola Photon Q 4G LTE XT897 Metal Slide Rail,Main-Stock,7,ea,0,,,,,
BTY-COV-418,Motorola Photon Q 4G LTE XT897 Back Housing,Main-Stock,5,ea,0,,,,,
BTY-COV-422,Motorola Atrix 4G MB860 Back Housing With Antenna Coax Cable,Main-Stock,14,ea,0,,,,,
BTY-COV-424,Motorola Atrix 4G MB860 Midframe Metal LCD Bracket,Main-Stock,16,ea,0,,,,,
BTY-COV-430,LG Viper LS840 4G LTE Back Frame Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-432,LG Viper LS840 4G LTE Lower Back Housing,Main-Stock,1,ea,0,,,,,
BTY-COV-436,Motorola Atrix 2 MB865 Back Battery Door Cover - Black,Main-Stock,42,ea,0,,,,,
BTY-COV-438,LG Optimus G2 Back Battery Door Cover - White,Main-Stock,23,ea,2.04,,,,,
BTY-COV-440,Samsung Galaxy S3 i535 R530 Midframe Bezel - Brown,Main-Stock,27,ea,0,,,,,
BTY-COV-442,Samsung Galaxy S3 i535 R530 Midframe Bezel - Black,Main-Stock,8,ea,0,,,,,
BTY-COV-444,HTC HD2 T8585 Mid Frame Chassis,Main-Stock,10,ea,0,,,,,
BTY-COV-446,Samsung Galaxy S3 i747 Rear Housing Frame - Black,Main-Stock,1,ea,0,,,,,
BTY-COV-448,Samsung Galaxy S3 i9300 Rear Housing Frame - Red,Main-Stock,36,ea,0,,,,,
BTY-COV-450,Samsung Galaxy S2 Skyrocket i727 Middle Frame Bezel - Black,Main-Stock,4,ea,25,,,,,
BTY-COV-452,Samsung Galaxy S3 i9300 Back Battery Door Cover - Pebble Blue,Main-Stock,14,ea,7,,,,,
BTY-COV-454,Samsung Galaxy S3 i9300 Back Battery Door Cover - Red,Main-Stock,10,ea,0,,,,,
BTY-COV-456,Samsung Galaxy S3 L710 Rear Housing Frame - White,Main-Stock,32,ea,0,,,,,
BTY-COV-460,Samsung Galaxy S3 L710 Back Battery Door Cover - Blue,Main-Stock,4,ea,7,,,,,
BTY-COV-462,Samsung Galaxy S3 i9300 Midframe Bezel - Blue,Main-Stock,9,ea,1,,,,,
BTY-COV-464,Samsung Galaxy S3 i747 Rear Housing Frame - Red,Main-Stock,2,ea,0.28571,,,,,
BTY-COV-466,Samsung Galaxy S3 L710 Rear Housing Frame - Black,Main-Stock,15,ea,1,,,,,
BTY-COV-468,Samsung Galaxy S3 i9300 Midframe Bezel - Silver,Main-Stock,6,ea,1,,,,,
BTY-COV-470,Samsung Galaxy S4 i9500 Midframe Bezel - Silver,Main-Stock,5,ea,14.37867,,,,,
BTY-COV-472,Motorola Atrix 1 MB860 Back Battery Door Cover - Black,Main-Stock,36,ea,0,,,,,
BTY-COV-474,Samsung Galaxy Note 3 N900P N900V Midframe Bezel - Silver,Main-Stock,3,ea,22.5,,,,,
BTY-COV-478,Samsung Galaxy Note 3 N900A AT&T Rear Housing � Black With Black Lens,Main-Stock,3,ea,35,,,,,
BTY-COV-480,Samsung Galaxy Note 3 N900A N900T Rear Housing � Black With White Lens,Main-Stock,2,ea,40,,,,,
BTY-COV-482,Samsung Galaxy Note 3 N900P N900V Rear Housing � Black With White Lens,Main-Stock,4,ea,40,,,,,
BTY-COV-486,Samsung Galaxy Note 3 N900A AT&T Back Battery Door Cover - Black,Main-Stock,11,ea,9.32511,,,,,
BTY-COV-488,Samsung Galaxy Note 3 N9000 International Back Battery Door Cover - Black,Main-Stock,15,ea,8.59467,,,,,
BTY-COV-490,Samsung Galaxy Note 3 N9000 Back Battery Door Cover - White,Main-Stock,27,ea,8.6077,,,,,
BTY-COV-492,Samsung Galaxy Note 3 N900P N900V Rear Housing � Black With Black Lens,Main-Stock,1,ea,1,,,,,
BTY-COV-500,Samsung GALAXY S5 G900P Back Battery Door Cover Black,Main-Stock,5,ea,9.00111,,,,,
BTY-COV-502,Samsung GALAXY S5 G900P Back Battery Door Cover White,Main-Stock,2,ea,9,,,,,
BTY-COV-504,Samsung GALAXY S5 G900P Rear Housing White,Main-Stock,1,ea,25,,,,,
BTY-COV-506,Samsung GALAXY S5 G900V Back Battery Door Cover Black,Main-Stock,2,ea,8.75676,,,,,
BTY-COV-508,Samsung GALAXY S5 G900V Back Battery Door Cover White,Main-Stock,3,ea,8.99996,,,,,
BTY-COV-510,Samsung Galaxy S4 Mini i9190 Rear Housing White,Main-Stock,7,ea,0,,,,,
BTY-COV-512,Samsung Galaxy S4 Mini Back Battery Door Cover White,Main-Stock,7,ea,0,,,,,
BTY-COV-514,Samsung Galaxy S4 Mini i9195 Midframe Bezel White,Main-Stock,9,ea,0,,,,,
BTY-COV-516,Samsung Galaxy S4 Mini i9195 Rear Housing White,Main-Stock,4,ea,0,,,,,
BTY-COV-518,Samsung Galaxy S3 Mini Back Battery Door Cover Blue,Main-Stock,21,ea,7,,,,,
BTY-COV-522,Samsung Galaxy S3 Mini i8190 Midframe Bezel White,Main-Stock,2,ea,15,,,,,
BTY-COV-524,Samsung Galaxy S3 Mini i8190 Rear Housing Blue,Main-Stock,6,ea,0,,,,,
BTY-COV-526,Samsung Galaxy S3 Mini i8190 Rear Housing White,Main-Stock,9,ea,0,,,,,
BTY-COV-528,HTC Vivid Back Battery Door Cover,Main-Stock,12,ea,2.04,,,,,
BTY-COV-530,Samsung Galaxy Note 3 N900A N900T Midframe Bezel - Silver,Main-Stock,5,ea,25,,,,,
BTY-COV-534,LG Optimus G PRO E980 Back Housing,Main-Stock,1,ea,90,,,,,
BTY-COV-536,Sony Xperia Z1 L39h Front Housing - White,Main-Stock,8,ea,0,,,,,
BTY-COV-538,Sony Xperia Z1 L39h Battery Door with Xperia Logo Black,Main-Stock,3,ea,9.75,,,,,
BTY-COV-540,Sony Xperia Z1 L39h Battery Door with Xperia Logo White,Main-Stock,4,ea,1,,,,,
BTY-COV-542,Sony Xperia Z1 L39h Rear Housing - Black,Main-Stock,2,ea,15,,,,,
BTY-COV-544,Sony Xperia Z1 L39h Rear Housing - White,Main-Stock,3,ea,0,,,,,
BTY-COV-546,Sony Xperia Z L36h Front Housing - Black,Main-Stock,7,ea,0,,,,,
BTY-COV-548,Sony Xperia Z L36h Front Housing - White,Main-Stock,9,ea,0,,,,,
BTY-COV-550,LG G Flex D950 D955 D958 D959 F340 LS995 Back Housing Cover,Main-Stock,29,ea,50,,,,,
BTY-COV-552,LG G2 Mini D620 Back Battery Door Cover LG Logo White,Main-Stock,9,ea,0,,,,,
BTY-COV-554,LG G2 Mini D620 Back Battery Door Cover LG Logo Black,Main-Stock,9,ea,0,,,,,
BTY-COV-556,Sony Xperia Z L36h Back Battery Cover Xperia Logo White,Main-Stock,8,ea,0,,,,,
BTY-COV-558,Sony Xperia Z L36h Back Battery Cover Xperia Logo Black,Main-Stock,1,ea,13,,,,,
BTY-COV-560,Sony Xperia Z1 L39h Front Housing - Purple,Main-Stock,4,ea,0,,,,,
BTY-COV-562,Sony Xperia Z1 L39h Front Housing Bezel - Black,Main-Stock,6,ea,0,,,,,
BTY-COV-564,HTC Evo 4G Back Battery Cover,Main-Stock,4,ea,20,,,,,
BTY-COV-570,LG G3 D851 Battery Cover with NFC-QI Wireless Charging T-Mobile Black,Main-Stock,1,ea,42.92929,,,,,
BTY-COV-572,LG G3 D850 Battery Cover with NFC-QI Wireless Charging AT-T Black,Main-Stock,1,ea,39.27083,,,,,
BTY-COV-578,LG G3 D851 Battery Cover with NFC-QI Wireless Charging T-Mobile White,Main-Stock,7,ea,40,,,,,
BTY-COV-580,LG G3 VS985 Battery Cover with NFC-QI Wireless Charging Verizon White,Main-Stock,5,ea,70,,,,,
BTY-COV-582,LG G3 D850 D851 D855 VS985 LS990 Battery Cover with NFC-QI Wireless Charging Gold,Main-Stock,4,ea,41.65289,,,,,
BTY-COV-584,LG G3 VS985 Battery Cover with NFC-QI Wireless Charging Verizon Gold,Main-Stock,3,ea,40,,,,,
BTY-COV-588,Samsung Galaxy S4 M919 T-Mobile Battery Door - Black Mist - Grade A,Main-Stock,6,ea,7.71429,,,,,
BTY-COV-594,Back Battery Door Cover with Vibrator for LG Google Nexus 5 D820 D821 Black,Main-Stock,2,ea,66.11111,,,,,
BTY-COV-596,Back Battery Door Cover with Vibrator for LG Google Nexus 5 D820 D821 White,Main-Stock,1,ea,70,,,,,
BTY-COV-598,Midframe Bezel for LG Google Nexus 4 E960 Silver,Main-Stock,8,ea,0.5,,,,,
BTY-COV-600,Midframe Bezel for LG Google Nexus 5 D820 Black,Main-Stock,3,ea,0,,,,,
BTY-COV-602,Back Battery Door Cover with Antenna for HTC One X+ S728e,Main-Stock,5,ea,0.2,,,,,
BTY-COV-606,Midframe Bezel for Samsung Galaxy S5 G9008V G900R4 i9600 Silver,Main-Stock,3,ea,15,,,,,
BTY-COV-608,Midframe Bezel for Samsung Galaxy S5 G900H G900M G9001 Silver,Main-Stock,2,ea,35,,,,,
BTY-COV-610,Back Battery Door Cover with Volume & Power Buttons for HTC One M7 801e Silver,Main-Stock,5,ea,45,,,,,
BTY-COV-612,Back Battery Door Cover with Volume & Power Buttons for HTC One M7 801e Red,Main-Stock,4,ea,70,,,,,
BTY-COV-614,Back Battery Door Cover with Volume & Power Buttons for HTC One M7 801e Gold,Main-Stock,4,ea,70,,,,,
BTY-COV-616,Back Battery Door Cover for HTC One Max T6 803S Gunmetal Gray,Main-Stock,4,ea,1,,,,,
BTY-COV-858,Samsung Galaxy Note 3 N900V Verizon 4G LTE Back Battery Door Cover - White Grade A,Main-Stock,2,ea,8,,,,,
BTY-COV-896,Samsung Galaxy S3 i535 Rear Housing Frame - Black Grade A,Main-Stock,4,ea,0,,,,,
BTY-COV-938,Samsung Galaxy S3 Mini Back Battery Door Cover Blue Grade A,Main-Stock,1,ea,7,,,,,
BTY-COV-948,Samsung Galaxy S3 T999 Back Battery Door Cover - Pebble Blue Grade A,Main-Stock,2,ea,9,,,,,
BTY-HTC-012,HTC Aria BB92100 Replacement Battery,Main-Stock,22,ea,4.15,,,,,
BTY-HTC-024,HTC Evo 3D myTouch 4G Slide BG58100 Replacement Battery,Main-Stock,6,ea,0.375,,,,,
BTY-HTC-030,HTC Evo 4G BB96100 / RHOD160 Replacement Battery,Main-Stock,158,ea,4.51193,,,,,
BTY-HTC-036,HTC Desire S Freestyle BB96100 Replacement Battery,Main-Stock,37,ea,0.17923,,,,,
BTY-HTC-042,HTC Hero S BH11100 Replacement Battery,Main-Stock,2,ea,4.49,,,,,
BTY-HTC-048,HTC Surround BD26100 Replacement Battery,Main-Stock,352,ea,1.12954,,,,,
BTY-HTC-060,HTC Nexus One BB99100 Replacement Battery,Main-Stock,30,ea,5,,,,,
BTY-HTC-066,HTC Status BH06100 Replacement Battery,Main-Stock,68,ea,4.32,,,,,
BTY-HTC-072,HTC Tmobile HD2 HD 2 BB81100 Replacement Battery,Main-Stock,18,ea,3.77053,,,,,
BTY-HTC-078,HTC SENSATION TITAN XL BI39100 REPLACEMENT BATTERY,Main-Stock,5,ea,4.66,,,,,
BTY-HTC-080,HTC BTR6990b Battery For WINDOWS 8X 6990L 1800mAh,Main-Stock,1,ea,0,,,,,
BTY-HTC-092,HTC Wildfire S BD29100 Battery,Main-Stock,155,ea,0,,,,,
BTY-HTC-096,Replacement Battery for HTC Raider 4G Holiday X710E G19 G20,Main-Stock,36,ea,0.16667,,,,,
BTY-HTC-098,HTC One M7 Bezel With Sim Card,Main-Stock,22,ea,22,,,,,
BTY-LG-006,LG G2X P999 P990 FL-53HN Replacement Battery,Main-Stock,23,ea,0,,,,,
BTY-LG-013,LG Esteem Revolution VS910 MS910 BF45NV Battery,Main-Stock,30,ea,0,,,,,
BTY-LG-024,LG Nitro P930 BL-49KH Battery,Main-Stock,53,ea,0,,,,,
BTY-LG-030,LG Viper LS840 BL-44JS Battery,Main-Stock,16,ea,4.64,,,,,
BTY-LG-046,LG Optimus G LS970 BL-T5 Battery 2100 mAh - Used,Main-Stock,22,ea,0,,,,,
BTY-LG-052,LG Optimus G Pro E980 E985 F240K BL-48TH Replacement Battery 4000 mAH,Main-Stock,2,ea,0.94958,,,,,
BTY-MOT-006,Motorola Atrix 4G MB860 BH6X Replacement Battery,Main-Stock,9,ea,6.95,,,,,
BTY-MOT-018,Motorola Photon 4G BF5X Replacement Battery,Main-Stock,11,ea,2.94521,,,,,
BTY-SAM-018,Samsung Galaxy S2 Epic Touch 2 D710 EB575152VU Replacement Battery,Main-Stock,10,ea,0,,,,,
BTY-SAM-024,Samsung Galaxy S2 T989 EB-L1D7IBA Replacement Battery,Main-Stock,4,ea,0.33333,,,,,
BTY-SAM-037,Samsung Sidekick 4G T839 EB504465VU Battery,Main-Stock,105,ea,4.11227,,,,,
BTY-SAM-054,Samsung Stratosphere i405 Metrix 4G EB505165YZ Battery,Main-Stock,29,ea,4.66,,,,,
BTY-SAM-080,Samsung Nexus S i9020 Replacement Battery,Main-Stock,48,ea,0,,,,,
BTY-SAM-082,Samsung Galaxy Note 2 N7100 Replacement Battery,Main-Stock,44,ea,0.12333,,,,,
BTY-SAM-088,Samsung Galaxy S5 G900T G900A G900V G900P Battery 2800 mAh,Main-Stock,11,ea,0.57471,,,,,
BTY-SAM-092,Samsung Galaxy Tab 3 8.0 T310 T311 T4450E Battery 4450mAh,Main-Stock,1,ea,14.36768,,,,,
BTY-SAM-094,Samsung Galaxy S2 Epic Touch 4G D710 Replacement Battery,Main-Stock,39,ea,0.98718,,,,,
BTY-TAB-002,ACER Iconia A1-810 Battery AC13F3L 3.75V 4960mAh - Used,Main-Stock,1,ea,0,,,,,
BTY-TAB-014,ASUS MeMO Pad ME172V Battery C11-ME172V 3.75V 4270mAh - Used,Main-Stock,7,ea,0,,,,,
BTY-TAB-020,HP 7 1800 Battery  Used,Main-Stock,3,ea,1,,,,,
BTY-TAB-021,Asus Nexus 7 1st Generation ME370T Battery  Used,Main-Stock,5,ea,1,,,,,
BTY-TAB-022,Asus Nexus 7 2nd Generation K008 Battery with Metal Bracket  Used,Main-Stock,1,ea,0,,,,,
FLX-HTC-006,HTC Amaze Audio Headphone Jack Earpiece Speaker Flex Cable,Main-Stock,13,ea,4.59692,,,,,
FLX-HTC-012,HTC Amaze Side Button Camera Button Flex Cable,Main-Stock,30,ea,6.49774,,,,,
FLX-HTC-018,HTC Aria  Menu Home Button Trackpad Trackball Flex Cable,Main-Stock,41,ea,2.59,,,,,
FLX-HTC-030,HTC Aria MicroSD SIM Card Port Flex Cable,Main-Stock,34,ea,3.94,,,,,
FLX-HTC-036,HTC Droid Incredible 1 Front Touch Keypad Buttons Wire Flex Cable,Main-Stock,3,ea,0,,,,,
FLX-HTC-042,HTC Droid Incredible 1 Full Housing with Back Battery Cover,Main-Stock,2,ea,2.92,,,,,
FLX-HTC-048,HTC EVO 3D Camera Shooter Button Flex Cable,Main-Stock,62,ea,3.22588,,,,,
FLX-HTC-054,HTC EVO 3D PCB Ribbon with Front Camera and Mic Flex Cable - GSM,Main-Stock,5,ea,0,,,,,
FLX-HTC-060,HTC EVO 3D PCB Ribbon with Front Camera and Mic Flex Cable - CDMA,Main-Stock,3,ea,3.61714,,,,,
FLX-HTC-072,HTC Evo 4G Design Sim Card Charging Port Flex Cable,Main-Stock,20,ea,0,,,,,
FLX-HTC-078,HTC Evo Shift 4G Main Slide Earpiece Speaker Flex Cable,Main-Stock,9,ea,9.10125,,,,,
FLX-HTC-084,HTC Freestyle PCB Ribbon Flex Cable,Main-Stock,11,ea,2.49667,,,,,
FLX-HTC-090,HTC G2 Keyboard Button Flex Cable,Main-Stock,2,ea,0,,,,,
FLX-HTC-096,HTC G2 Memory Card Reader Holder Vibrator Motor Flex Cable,Main-Stock,35,ea,2.93,,,,,
FLX-HTC-102,HTC G2 Slide Main Ribbon Cord Flex Cable,Main-Stock,3,ea,1.71481,,,,,
FLX-HTC-108,HTC HD2 - Back Battery Cover,Main-Stock,1,ea,5.92,,,,,
FLX-HTC-114,HTC HD2 - Full Back Housing with Back Cover,Main-Stock,4,ea,10.02,,,,,
FLX-HTC-120,HTC HD2 T8585 GPS Antenna Board Flex Cable,Main-Stock,37,ea,1.83,,,,,
FLX-HTC-126,HTC HD2 T8585 Keyboard Keypad Flex Cable,Main-Stock,6,ea,0,,,,,
FLX-HTC-132,HTC HD2 T8585 Main Camera Volume Navigation Ribbon Flex Cable,Main-Stock,2,ea,0,,,,,
FLX-HTC-138,HTC HD2 T8585 WIFI Antenna Flex Cable,Main-Stock,46,ea,1.75,,,,,
FLX-HTC-144,HTC HD7 T9292 Main Board Power Camera Keypad Ribbon Flex Cable,Main-Stock,6,ea,12.36371,,,,,
FLX-HTC-150,HTC HD7 T9292 MicroSD SIM Card Port Flex Cable,Main-Stock,17,ea,3.91524,,,,,
FLX-HTC-156,HTC HD7 T9292 PCB Ribbon w/ Volume Button Connector Flex Cable,Main-Stock,2,ea,0,,,,,
FLX-HTC-162,HTC Droid Incredible 2 S Back Camera Flex Cable,Main-Stock,24,ea,3.09,,,,,
FLX-HTC-168,HTC Droid Incredible 2 S Keypad Flex Cable,Main-Stock,4,ea,1.104,,,,,
FLX-HTC-174,HTC Droid Incredible 2 S Simcard Port Flex Cable,Main-Stock,25,ea,2.08,,,,,
FLX-HTC-180,HTC Droid Incredible 1 Navigation Home Button Flex Cable,Main-Stock,17,ea,1.87222,,,,,
FLX-HTC-186,HTC Inspire Camera Socket Keypad Membrane PBC Ribbon Flex Cable,Main-Stock,2,ea,2.04,,,,,
FLX-HTC-192,HTC Inspire  Sim Card Ribbon Flex Cable,Main-Stock,5,ea,3.94,,,,,
FLX-HTC-204,HTC Mytouch 3G Main Middle Wire Flex Cable,Main-Stock,16,ea,5.11063,,,,,
FLX-HTC-210,HTC MyTouch 3G Slide Main Replacement Flex Cable,Main-Stock,16,ea,0.62309,,,,,
FLX-HTC-216,HTC MyTouch 4G Back Battery Cover,Main-Stock,8,ea,8.77,,,,,
FLX-HTC-222,HTC Mytouch 4G Membrane Audio Power Volume Ribbon Flex Cable,Main-Stock,3,ea,33.55707,,,,,
FLX-HTC-228,HTC Mytouch 4G Sim Card Memory SD Card Flex Cable,Main-Stock,8,ea,0,,,,,
FLX-HTC-234,HTC Mytouch 4G Trackpad Flex Cable,Main-Stock,10,ea,0,,,,,
FLX-HTC-246,HTC MyTouch 4G Slide PCB Slide Ribbon Flex Cable,Main-Stock,4,ea,8.20156,,,,,
FLX-HTC-252,HTC One V On/Off Power Button Volume Flex Cable,Main-Stock,9,ea,3.94,,,,,
FLX-HTC-258,HTC One X Dock Connector with PCB Board Flex Cable,Main-Stock,11,ea,0.32143,,,,,
FLX-HTC-264,HTC One X Micro SIM Card Tray Holder - Black,Main-Stock,2,ea,0,,,,,
FLX-HTC-270,HTC One X Micro SIM Card Tray Holder - White,Main-Stock,14,ea,1.40126,,,,,
FLX-HTC-276,HTC One X Navigation Mic Microphone Keypad Button Flex Cable,Main-Stock,1,ea,20,,,,,
FLX-HTC-282,HTC One X Power On/Off Mic Flex Cable - USA ATT Model,Main-Stock,43,ea,5.34879,,,,,
FLX-HTC-288,HTC One X Side Volume Button Connector Flex Cable,Main-Stock,50,ea,4.27567,,,,,
FLX-HTC-294,HTC Radar 4G Audio Jack Power On Off Main PCB Flex Cable,Main-Stock,9,ea,10.25,,,,,
FLX-HTC-300,HTC Radar 4G Audio Microphone Flex Cable,Main-Stock,35,ea,0.36969,,,,,
FLX-HTC-306,HTC Radar 4G Sim Card Flex Cable,Main-Stock,28,ea,3.94,,,,,
FLX-HTC-312,HTC Radar Audio Headphone Jack Main Flex Cable,Main-Stock,6,ea,11.21316,,,,,
FLX-HTC-318,HTC Rezound Sim Card Flex Cable,Main-Stock,9,ea,3.576,,,,,
FLX-HTC-324,HTC Rhyme Main Phone Flex Cable,Main-Stock,9,ea,17.23,,,,,
FLX-HTC-330,HTC Sensation Speaker Transmitter Mic Flex Cable,Main-Stock,8,ea,3.09,,,,,
FLX-HTC-336,HTC Sensation Main Power Audio Ribbon Flex Cable,Main-Stock,3,ea,30,,,,,
FLX-HTC-348,HTC Sensation Side Volume Key Button Ribbon Flex Cable,Main-Stock,7,ea,0.33016,,,,,
FLX-HTC-354,HTC Sensation Sim Card Memory Card Flex Cable,Main-Stock,28,ea,4.61,,,,,
FLX-HTC-360,HTC Sensation XL Camera Volume Headphone Jack Flex Cable,Main-Stock,9,ea,17.4398,,,,,
FLX-HTC-366,HTC Sensation XL Sim Card Socket Slot Tray Flex Cable,Main-Stock,8,ea,2.67,,,,,
FLX-HTC-372,HTC Surround Sim Card Memory Card Flex Cable,Main-Stock,28,ea,2.76,,,,,
FLX-HTC-378,HTC Surround LCD Main Slide Ribbon Flex Cable,Main-Stock,8,ea,6.63,,,,,
FLX-HTC-390,HTC Desire Z T-mobile G2 Trackball Joystick Navigation Key Flex Cable,Main-Stock,25,ea,1.99497,,,,,
FLX-HTC-408,HTC Wildfire Keypad Flash Light Ribbon Flex Cable,Main-Stock,9,ea,1.4,,,,,
FLX-HTC-414,HTC Wildfire S On/Off Power Button Ribbon Flex Cable,Main-Stock,28,ea,2.42,,,,,
FLX-HTC-420,HTC Wildfire S Volume Key Button Ribbon Flex Cable,Main-Stock,20,ea,0.40333,,,,,
FLX-HTC-426,HTC Wildfire Volume Key Ribbon Flex Cable,Main-Stock,86,ea,1.51552,,,,,
FLX-HTC-427,HTC Amaze Sim Card Memory SD Card Flex Cable,Main-Stock,5,ea,1.14,,,,,
FLX-HTC-428,HTC Wildfire S Keypad Touch Sensor Flex Cable,Main-Stock,3,ea,0,,,,,
FLX-HTC-430,HTC Amaze Camera Flex Cable,Main-Stock,5,ea,0,,,,,
FLX-HTC-432,HTC Evo 3D Back Front Camera Flex Cable,Main-Stock,5,ea,0,,,,,
FLX-HTC-434,HTC Sensation XL Light Flex Cable,Main-Stock,13,ea,1.6,,,,,
FLX-HTC-436,HTC Droid Incredible 2 USB Charging Port Flex Cable,Main-Stock,2,ea,4.72222,,,,,
FLX-HTC-438,HTC Vivid Sim Card SD Memory Card Flex Cable,Main-Stock,5,ea,0,,,,,
FLX-HTC-440,HTC Thunderbolt Keypad Light Flex Cable,Main-Stock,20,ea,2.72826,,,,,
FLX-HTC-442,HTC Rezound Volume Button Flex Cable,Main-Stock,1,ea,3.43,,,,,
FLX-HTC-443,HTC myTouch 4G Keypad Keyboard Flex Cable,Main-Stock,17,ea,3.68,,,,,
FLX-HTC-444,HTC myTouch 3G Slide Volume Flex Cable,Main-Stock,6,ea,0.04838,,,,,
FLX-HTC-446,HTC Rhyme Light Flex Cable,Main-Stock,10,ea,2.566,,,,,
FLX-HTC-448,HTC Rhyme Sim Card SD Memory Card Flex Cable,Main-Stock,7,ea,2.566,,,,,
FLX-HTC-450,HTC Raider USB Charging Port Connector Flex Cable,Main-Stock,64,ea,0,,,,,
FLX-HTC-452,HTC Status Main Motherboard Connector Flex Cable,Main-Stock,17,ea,3.01,,,,,
FLX-HTC-456,HTC Evo 4G Rear Camera Flash Light PCB Board Module,Main-Stock,6,ea,0.74,,,,,
FLX-HTC-458,HTC One XL Power On/Off Mic Proximity Sensor Flex Cable - USA Model,Main-Stock,4,ea,18,,,,,
FLX-HTC-460,HTC Windows 8X Power Button Flex Cable,Main-Stock,2,ea,5,,,,,
FLX-HTC-462,HTC One M7 Sim Card Tray Slot Holder Flex Cable,Main-Stock,1,ea,12,,,,,
FLX-HTC-464,HTC Mytouch 4G Slide Ear Piece Speaker Flex,Main-Stock,1,ea,0,,,,,
FLX-HTC-466,HTC EVO 3D Front Camera Light Sensor Microphone Flex Cable GSM,Main-Stock,4,ea,0,,,,,
FLX-HTC-468,HTC One SV Complete Screw Set,Main-Stock,20,ea,2.04,,,,,
FLX-HTC-470,HTC One SV Volume And Power Buttons,Main-Stock,29,ea,0,,,,,
FLX-HTC-472,HTC One SV Vibrator Flex,Main-Stock,32,ea,0,,,,,
FLX-HTC-474,HTC One SV Back Camera Flex,Main-Stock,32,ea,0,,,,,
FLX-HTC-476,HTC One SV Front Camera Flex,Main-Stock,24,ea,0,,,,,
FLX-HTC-478,HTC One SV Loudspeaker Flex,Main-Stock,24,ea,0,,,,,
FLX-HTC-480,HTC One SV Ear Piece Speaker Flex,Main-Stock,26,ea,0,,,,,
FLX-HTC-482,HTC One SV Wifi And Signal Coax Antennas,Main-Stock,24,ea,0,,,,,
FLX-HTC-484,HTC One SV Volume Flex,Main-Stock,26,ea,0,,,,,
FLX-HTC-486,HTC One SV Power Button Proximity Sensor Flex,Main-Stock,22,ea,0,,,,,
FLX-HTC-488,HTC One SV Main LCD Flex Ribbon,Main-Stock,21,ea,0,,,,,
FLX-HTC-490,HTC One SV Charging Port Flex,Main-Stock,33,ea,0,,,,,
FLX-HTC-492,HTC Windows 8X 6990L Complete Screw Set,Main-Stock,1,ea,0,,,,,
FLX-HTC-494,HTC Windows 8X 6990L Pair Motherboard Flex Cables,Main-Stock,1,ea,0,,,,,
FLX-HTC-496,HTC Windows 8X 6990L Vibrator Motor Flex,Main-Stock,10,ea,0,,,,,
FLX-HTC-498,HTC Windows 8X 6990L Earpiece Speaker,Main-Stock,16,ea,0,,,,,
FLX-HTC-500,HTC Windows 8X 6990L Loudspeaker With Housing,Main-Stock,2,ea,10,,,,,
FLX-HTC-502,HTC Windows 8X 6990L HeadphOne Jack Flex,Main-Stock,19,ea,0,,,,,
FLX-HTC-504,HTC Windows 8X 6990L Front Camera Flex,Main-Stock,5,ea,0,,,,,
FLX-HTC-506,HTC Windows 8X 6990L Back Camera Flex,Main-Stock,2,ea,0,,,,,
FLX-HTC-508,HTC Windows 8X 6990L Power Button Flex,Main-Stock,18,ea,0,,,,,
FLX-HTC-510,HTC Windows 8X 6990L Charging Port With Mic Flex,Main-Stock,7,ea,0,,,,,
FLX-HTC-512,HTC Windows 8X 6990L Volume Camera Button Flex,Main-Stock,24,ea,0.40556,,,,,
FLX-HTC-514,HTC Windows 8X 6990L Sim Card Tray,Main-Stock,3,ea,0,,,,,
FLX-HTC-516,HTC Windows 8X 6990L Sim Card Reader Mic Flex,Main-Stock,20,ea,0,,,,,
FLX-HTC-518,HTC Windows 8X 6990L Wifi And Signal Coax Cable Set,Main-Stock,2,ea,0,,,,,
FLX-HTC-522,HTC Droid DNA Earpiece Speaker Flex,Main-Stock,1,ea,3,,,,,
FLX-HTC-524,HTC Droid DNA Front Facing Camera Flex Cable,Main-Stock,13,ea,0,,,,,
FLX-HTC-526,HTC Droid DNA Main Board with Headphone Jack & Sim Card Slot Power Flex,Main-Stock,3,ea,127.5,,,,,
FLX-HTC-528,HTC Droid DNA Micro USB Charging Port Mic Flex Cable,Main-Stock,1,ea,30,,,,,
