PartNumber,PartDescription,Location,Qty,UOM,Cost,Date,Note,Tracking-Lot Number,Tracking-Revision Level,Tracking-Expiration Date
ACC-APL-1662,Color Blocks Case for iPhone 5 5S Pink,Main-Stock,11,ea,0,,,,,
ACC-APL-1666,Plastic Case for iPhone 5 5S Solid Red,Main-Stock,6,ea,0,,,,,
ACC-APL-1668,Alligator Skin Hard Shell Case for iPhone 4 4S White,Main-Stock,6,ea,4.16667,,,,,
ACC-APL-1670,Smart Leather Case and Stand for iPad Mini White,Main-Stock,7,ea,0,,,,,
ACC-APL-1674,Smart Cover for iPad 2 3 Orange,Main-Stock,13,ea,0,,,,,
ACC-APL-1676,Smart Cover for iPad 2 3 Brown,Main-Stock,7,ea,0,,,,,
ACC-APL-1682,Bunny Ears Case with Tail Stand for iPhone 5 5S  White,Main-Stock,2,ea,0,,,,,
ACC-APL-1684,Transparent Plastic Cover Case for iPad 2 Pink,Main-Stock,5,ea,5,,,,,
ACC-APL-1686,Transparent Plastic Cover Case for iPad 2 Clear,Main-Stock,2,ea,5,,,,,
ACC-APL-1688,iPhone 4 4S Hybrid Protector Case Magenta - Rose,Main-Stock,10,ea,0,,,,,
ACC-APL-1690,Grip Hard Shell Standing Case for iPad Mini Teal,Main-Stock,6,ea,0,,,,,
ACC-APL-1702,WaterProof Durable Case for iPhone 4 4S 5 5S 5C - Orange,Main-Stock,12,ea,1.06786,,,,,
ACC-APL-1704,WaterProof Durable Case for iPhone 4 4S 5 5S 5C - Pink,Main-Stock,4,ea,0,,,,,
ACC-APL-1706,WaterProof Durable Case for iPhone 4 4S 5 5S 5C - Purple,Main-Stock,5,ea,2.99,,,,,
ACC-APL-1708,WaterProof Durable Case for iPhone 4 4S 5 5S 5C - Red,Main-Stock,4,ea,25,,,,,
ACC-APL-1710,WaterProof Durable Case for iPhone 4 4S 5 5S 5C - Yellow,Main-Stock,8,ea,0,,,,,
ACC-APL-1736,Low Profile Aluminium Bumper for iPhone 5 5S Teal,Main-Stock,9,ea,8,,,,,
ACC-APL-1738,Soft Silicon Protective Case for iPad Mini Blue,Main-Stock,7,ea,0,,,,,
ACC-APL-1740,Wallet Card Holder Phone Case for iPhone 4 4S Black with Green Clip,Main-Stock,4,ea,0,,,,,
ACC-APL-1742,Wallet Card Holder Phone Case for iPhone 4 4S Black with Orange Clip,Main-Stock,18,ea,0,,,,,
ACC-APL-1744,Rubber PC Hybrid Case with Stand for iPhone 6 Magenta,Main-Stock,7,ea,2.04,,,,,
ACC-APL-1746,Rubber PC Hybrid Case with Stand for iPhone 6 Red,Main-Stock,3,ea,0,,,,,
ACC-APL-1748,Rubber PC Hybrid Case with Stand for iPhone 6 Pink,Main-Stock,10,ea,0,,,,,
ACC-APL-1750,Rubber PC Hybrid Case with Stand for iPhone 6 Green,Main-Stock,8,ea,0,,,,,
ACC-APL-1752,Rubber PC Hybrid Case with Stand for iPhone 6 Blue,Main-Stock,10,ea,0,,,,,
ACC-APL-1754,Rubber PC Hybrid Case with Stand for iPhone 6 Purple,Main-Stock,8,ea,0,,,,,
ACC-APL-1758,Rubber PC Hybrid Case with Stand for iPhone 6 White,Main-Stock,5,ea,0,,,,,
ACC-APL-1760,Rhinestone Bling Case with Stand for iPhone 6 Magenta,Main-Stock,3,ea,0,,,,,
ACC-APL-1762,Rhinestone Bling Case with Stand for iPhone 6 Red,Main-Stock,20,ea,0,,,,,
ACC-APL-1764,Rhinestone Bling Case with Stand for iPhone 6 Blue,Main-Stock,15,ea,0,,,,,
ACC-APL-1766,Rhinestone Bling Case with Stand for iPhone 6 Purple,Main-Stock,17,ea,0,,,,,
ACC-APL-1768,Rhinestone Bling Case with Stand for iPhone 6 White,Main-Stock,17,ea,0,,,,,
ACC-APL-1770,Rhinestone Bling Case with Stand for iPhone 6 Black,Main-Stock,13,ea,0,,,,,
ACC-APL-1782,Hard Soft Rubber Hybrid Armor Defender Case for iPhone 6 Yellow,Main-Stock,8,ea,0,,,,,
ACC-APL-1784,Hard Soft Rubber Hybrid Armor Defender Case for iPhone 6 Orange,Main-Stock,3,ea,0,,,,,
ACC-APL-1792,Hard Soft Arch Stand High Impact Case for iPhone 6 Purple,Main-Stock,6,ea,5.83333,,,,,
ACC-APL-1802,Hybrid Protector Case for iPhone 6 White,Main-Stock,2,ea,7,,,,,
ACC-APL-1828,Rugged Hybrid Case with Stand for iPhone 6 Baby Blue,Main-Stock,5,ea,0,,,,,
ACC-APL-1834,Hard Soft Arch Stand High Impact Case for iPhone 6 Magenta,Main-Stock,4,ea,7,,,,,
ACC-APL-1836,Hard Soft Arch Stand High Impact Case for iPhone 6 Pink,Main-Stock,4,ea,0,,,,,
ACC-APL-1838,Hard Soft Arch Stand High Impact Case for iPhone 6 Red,Main-Stock,4,ea,0,,,,,
ACC-APL-1840,Hard Soft Arch Stand High Impact Case for iPhone 6 Orange,Main-Stock,4,ea,0,,,,,
ACC-APL-1842,Hard Soft Arch Stand High Impact Case for iPhone 6 Yellow,Main-Stock,7,ea,0,,,,,
ACC-APL-1844,Hard Soft Arch Stand High Impact Case for iPhone 6 Blue,Main-Stock,2,ea,6.43939,,,,,
ACC-APL-1848,Hard Soft Arch Stand High Impact Case for iPhone 6 Green,Main-Stock,5,ea,0,,,,,
ACC-APL-1850,Hard Soft Arch Stand High Impact Case for iPhone 6 Black,Main-Stock,3,ea,0,,,,,
ACC-APL-1854,Multi-Colored Tile Cover Case for iPhone 6 BabyBlue Yellow,Main-Stock,9,ea,0,,,,,
ACC-APL-1856,Multi-Colored Tile Cover Case for iPhone 6 Black White,Main-Stock,3,ea,0,,,,,
ACC-APL-1858,Multi-Colored Tile Cover Case for iPhone 6 Magenta Black,Main-Stock,6,ea,0,,,,,
ACC-APL-1860,Multi-Colored Tile Cover Case for iPhone 6 White Black,Main-Stock,9,ea,0,,,,,
ACC-APL-1862,Multi-Colored Tile Cover Case for iPhone 6 BabyBlue Pink,Main-Stock,5,ea,0,,,,,
ACC-APL-1864,Multi-Colored Tile Cover Case for iPhone 6 Pink BabyBlue,Main-Stock,9,ea,0,,,,,
ACC-APL-1866,Multi-Colored Tile Cover Case for iPhone 6 Blue Pink,Main-Stock,9,ea,0,,,,,
ACC-APL-1868,Multi-Colored Tile Cover Case for iPhone 6 Green Yellow,Main-Stock,8,ea,0,,,,,
ACC-APL-1870,Multi-Colored Tile Cover Case for iPhone 6 Magenta,Main-Stock,8,ea,0,,,,,
ACC-APL-1874,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Magenta Aqua,Main-Stock,3,ea,0,,,,,
ACC-APL-1876,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Green White,Main-Stock,2,ea,0,,,,,
ACC-APL-1878,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Orange Aqua,Main-Stock,7,ea,0,,,,,
ACC-APL-1880,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Orange Green,Main-Stock,5,ea,0,,,,,
ACC-APL-1882,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Green Orange,Main-Stock,2,ea,0,,,,,
ACC-APL-1884,Multi-Colored Dotty Silicone Cover Case for iPhone 6 White Green,Main-Stock,9,ea,0,,,,,
ACC-APL-1888,Multi-Colored Dotty Silicone Cover Case for iPhone 6 Green Orange,Main-Stock,3,ea,0,,,,,
ACC-APL-1890,Multi-Colored Slanted Camera Tile Case for iPhone 6 Blue Yellow,Main-Stock,9,ea,0,,,,,
ACC-APL-1892,Multi-Colored Slanted Camera Tile Case for iPhone 6 Baby Blue Pink,Main-Stock,6,ea,0,,,,,
ACC-APL-1894,Multi-Colored Slanted Camera Tile Case for iPhone 6 Aqua Blue,Main-Stock,2,ea,0,,,,,
ACC-APL-1896,Multi-Colored Slanted Camera Tile Case for iPhone 6 Baby Blue Yellow,Main-Stock,10,ea,0,,,,,
ACC-APL-1900,Multi-Colored Slanted Camera Tile Case for iPhone 6 Pink Baby Blue,Main-Stock,7,ea,0,,,,,
ACC-APL-1902,Multi-Colored Slanted Camera Tile Case for iPhone 6 Yellow Green,Main-Stock,10,ea,0,,,,,
ACC-APL-1904,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 Solid Blue Strips,Main-Stock,5,ea,0,,,,,
ACC-APL-1906,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 Flower Brown,Main-Stock,5,ea,0,,,,,
ACC-APL-1908,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 Diamond Dot Blue,Main-Stock,7,ea,6.57143,,,,,
ACC-APL-1910,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 XOXO Green,Main-Stock,3,ea,0,,,,,
ACC-APL-1912,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 XOXO Red,Main-Stock,3,ea,0,,,,,
ACC-APL-1914,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 Rainbow Strips,Main-Stock,2,ea,0,,,,,
ACC-APL-1916,Bohemian Tribal Print Hard Shell Cover Case for iPhone 6 Rainbow Flower Stips,Main-Stock,2,ea,0,,,,,
ACC-APL-1920,Wooden Case for iPhone 5 5S - Bamboo,Main-Stock,5,ea,0,,,,,
ACC-APL-1922,Wooden Case for iPhone 5 5S - Maple with Dark Walnut Stripes,Main-Stock,6,ea,0,,,,,
ACC-APL-1924,Wooden Case for iPhone 5 5S - Bamboo with Tiger Strikes,Main-Stock,10,ea,0,,,,,
ACC-APL-1926,Wooden Case for iPhone 5 5S - Dark Bamboo,Main-Stock,6,ea,0,,,,,
ACC-APL-1928,Wooden Case for iPhone 5 5S - Walnut,Main-Stock,4,ea,0,,,,,
ACC-APL-1930,Wooden Case for iPhone 5 5S - Mahogany,Main-Stock,11,ea,0,,,,,
ACC-APL-1932,Wooden Case for iPhone 5 5S - Cherrywood,Main-Stock,7,ea,0,,,,,
ACC-APL-1934,Wooden Case for iPhone 5 5S - Rosewood,Main-Stock,10,ea,0,,,,,
ACC-APL-1936,Wooden Case for iPhone 5 5S - Cherry Wood with Maple Stripes,Main-Stock,7,ea,0,,,,,
ACC-APL-1938,Wooden Case for iPhone 5 5S - Sapele with Maple Stripes,Main-Stock,7,ea,0,,,,,
ACC-APL-1952,Wooden Case for iPhone 6 - Maple,Main-Stock,3,ea,0,,,,,
ACC-APL-1956,Wooden Case for iPhone 6 - Cherrywood,Main-Stock,6,ea,0,,,,,
ACC-APL-1958,Wooden Case for iPhone 6 - Mahogany,Main-Stock,4,ea,35,,,,,
ACC-APL-1960,Wooden Case for iPhone 6 Plus - Bamboo,Main-Stock,1,ea,36.94445,,,,,
ACC-APL-1962,Wooden Case for iPhone 6 Plus - Maple,Main-Stock,4,ea,0,,,,,
ACC-APL-1966,Wooden Case for iPhone 6 Plus - Walnut,Main-Stock,4,ea,0,,,,,
ACC-APL-1968,Wooden Case for iPhone 6 Plus - Sapele,Main-Stock,4,ea,0,,,,,
ACC-APL-1970,Metal Bumper with Rhinestone Bling for iPhone 5 5S - Purple,Main-Stock,5,ea,16,,,,,
ACC-APL-1972,Metal Bumper with Rhinestone Bling for iPhone 5 5S - Magenta,Main-Stock,3,ea,0,,,,,
ACC-APL-1974,Metal Bumper with Rhinestone Bling for iPhone 5 5S - Black,Main-Stock,4,ea,0,,,,,
ACC-APL-1986,Metal Bumper with Golden Rim for iPhone 5 5S - Silver,Main-Stock,3,ea,5.33333,,,,,
ACC-APL-1990,Metal Bumper with Golden Rim for iPhone 5 5S - Pink,Main-Stock,4,ea,0,,,,,
ACC-APL-1992,Metal Bumper with Golden Rim for iPhone 5 5S - Hot Pink,Main-Stock,5,ea,0,,,,,
ACC-APL-1994,Metal Bumper with Golden Rim for iPhone 5 5S - Teal,Main-Stock,5,ea,0,,,,,
ACC-APL-1996,Metal Bumper with Pink Rim for iPhone 5 5S - Black,Main-Stock,1,ea,0,,,,,
ACC-APL-2000,Metal Bumper with Crystal Pattern for iPhone 5 5S - Black,Main-Stock,5,ea,0,,,,,
ACC-APL-2002,Metal Bumper with Crystal Pattern for iPhone 5 5S - Black & White,Main-Stock,4,ea,0,,,,,
ACC-APL-2004,Metal Bumper with Crystal Pattern for iPhone 5 5S - Black & Orange,Main-Stock,4,ea,0,,,,,
ACC-APL-2006,Metal Bumper with Crystal Pattern for iPhone 5 5S - Gold,Main-Stock,4,ea,0,,,,,
ACC-APL-2008,Metal Bumper with Crystal Pattern for iPhone 5 5S - Pink & Gold,Main-Stock,5,ea,0,,,,,
ACC-APL-2010,Metal Bumper with Crystal Pattern for iPhone 5 5S - Champagne Gold,Main-Stock,5,ea,0,,,,,
ACC-APL-2012,Metal Bumper with Crystal Pattern for iPhone 5 5S - Green & Gold,Main-Stock,5,ea,0,,,,,
ACC-APL-2014,Metal Bumper with Crystal Pattern for iPhone 5 5S - Rainbow,Main-Stock,7,ea,0,,,,,
ACC-APL-2016,Metal Bumper with Sapphire Pattern for iPhone 5 5S - Blue & Pink,Main-Stock,5,ea,0,,,,,
ACC-APL-2018,Metal Bumper with Emerald Pattern for iPhone 5 5S - Green & Gold,Main-Stock,5,ea,0,,,,,
ACC-APL-2020,Metal Bumper with Pink Crystal Pattern for iPhone 5 5S - Pink,Main-Stock,5,ea,0,,,,,
ACC-APL-2022,Metal Bumper with Rainbow Crystal Pattern for iPhone 5 5S - Rainbow,Main-Stock,5,ea,0,,,,,
ACC-APL-2024,Rhinestone Case with White Square Crystal for iPhone 5 5S,Main-Stock,5,ea,0,,,,,
ACC-APL-2026,Rhinestone Case with Black Clear Square Crystal for iPhone 5 5S,Main-Stock,4,ea,0,,,,,
ACC-APL-2028,Rhinestone Case with Blue White Square Crystal for iPhone 5 5S,Main-Stock,5,ea,0,,,,,
ACC-APL-2030,Rhinestone Case with Pink White Square Crystal for iPhone 5 5S,Main-Stock,4,ea,0,,,,,
ACC-APL-2038,Rhinestone Case with White Crystal for iPhone 5 5S - White,Main-Stock,3,ea,0,,,,,
ACC-APL-2040,Rhinestone Case with Black Crystal for iPhone 5 5S - White,Main-Stock,2,ea,0,,,,,
ACC-APL-2042,Rhinestone Case with Black Crystal for iPhone 5 5S - Black,Main-Stock,5,ea,0,,,,,
ACC-APL-2044,Rhinestone Case with Crown Design for iPhone 5 5S - White,Main-Stock,5,ea,0,,,,,
ACC-APL-2046,Rhinestone Case with Zigzag Design for iPhone 5 5S - White,Main-Stock,5,ea,0,,,,,
ACC-APL-2048,Rhinestone Case with Blue white Circle Pattern for iPhone 5 5S,Main-Stock,5,ea,0,,,,,
ACC-APL-2050,Rhinestone Case with Green Pink Circle Pattern for iPhone 5 5S,Main-Stock,1,ea,0,,,,,
ACC-APL-2052,Plastic Case with Heart Crystal Design for iPhone 5 5S - White,Main-Stock,12,ea,0,,,,,
ACC-APL-2054,Plastic Case with Heart Crystal Design for iPhone 5 5S - Black,Main-Stock,17,ea,0,,,,,
ACC-APL-2056,Plastic Case with Zigzag Rainbow Crystal for iPhone 5 5S - White,Main-Stock,4,ea,0,,,,,
ACC-APL-2057,Plastic Case with Zigzag Clear Crystal for iPhone 5 5S - White,Main-Stock,2,ea,0,,,,,
ACC-APL-2058,Leather Case with Gold Studs for iPhone 5 5S - Black,Main-Stock,1,ea,0,,,,,
ACC-APL-2062,Leather Case with Silver Studs for iPhone 5 5S - Black,Main-Stock,3,ea,0,,,,,
ACC-APL-2086,Wooden Case for iPhone 5 5S - Assorted Colors,Main-Stock,10,ea,0,,,,,
ACC-APL-2088,Wooden Case for iPad Air - Bamboo,Main-Stock,1,ea,75,,,,,
ACC-APL-2090,Wooden Case for iPad Mini - Bamboo,Main-Stock,6,ea,0,,,,,
ACC-APL-2094,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Dark Blue,Main-Stock,6,ea,8.32719,,,,,
ACC-APL-2096,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Cyan,Main-Stock,9,ea,8.21739,,,,,
ACC-APL-2098,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Magenta,Main-Stock,7,ea,8.30769,,,,,
ACC-APL-2100,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Pink,Main-Stock,12,ea,8.1,,,,,
ACC-APL-2108,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Yellow,Main-Stock,3,ea,0,,,,,
ACC-APL-2110,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Purple,Main-Stock,9,ea,7.94118,,,,,
ACC-APL-2112,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Cyan,Main-Stock,16,ea,8.30769,,,,,
ACC-APL-2118,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Pink,Main-Stock,21,ea,8.2775,,,,,
ACC-APL-2120,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Magenta,Main-Stock,5,ea,7.8,,,,,
ACC-APL-2122,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Dark Blue,Main-Stock,2,ea,7.71429,,,,,
ACC-APL-2124,Luxury PU Leather Flip Wallet Cover with Stand for iPhone 6 Plus Black \ Brown,Main-Stock,6,ea,7.94118,,,,,
ACC-APL-2126,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Yellow,Main-Stock,2,ea,0,,,,,
ACC-APL-2128,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Orange,Main-Stock,19,ea,35,,,,,
ACC-APL-2130,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Green,Main-Stock,13,ea,35,,,,,
ACC-APL-2132,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Red,Main-Stock,4,ea,0,,,,,
ACC-APL-2134,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Purple,Main-Stock,2,ea,0,,,,,
ACC-APL-2136,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 White,Main-Stock,5,ea,0,,,,,
ACC-APL-2138,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Pink,Main-Stock,4,ea,0,,,,,
ACC-APL-2140,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Hot Pink,Main-Stock,4,ea,29.16667,,,,,
ACC-APL-2142,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Blue,Main-Stock,27,ea,35,,,,,
ACC-APL-2144,Kids Foam Shock Proof Defender Bumper Stand Case for iPad Air / 5 Black,Main-Stock,1,ea,1,,,,,
ACC-APL-2146,Leather Case Stand Cover for Samsung Galaxy Tab 3 7.0 Baby Blue,Main-Stock,5,ea,10,,,,,
ACC-APL-2148,Glossy Color Bumper for iPad Mini Clear Baby Blue,Main-Stock,9,ea,0.8,,,,,
ACC-APL-2152,Glossy Color Bumper for iPad Mini Clear Pink,Main-Stock,3,ea,0,,,,,
ACC-APL-2154,Hard Shell Glitter Cover Diva Case for iPhone 3G 3GS Green,Main-Stock,18,ea,0,,,,,
ACC-APL-2156,Hard Shell Glitter Cover Diva Case for iPhone 3G 3GS Orange,Main-Stock,15,ea,0,,,,,
ACC-APL-2158,Hard Shell Glitter Cover Diva Case for iPhone 3G 3GS Red,Main-Stock,18,ea,0,,,,,
ACC-APL-2160,Hard Shell Glitter Cover Diva Case for iPhone 3G 3GS Chrome,Main-Stock,4,ea,0,,,,,
ACC-APL-2162,Hard Shell Glitter Cover Diva Case for iPhone 3G 3GS Baby Blue,Main-Stock,20,ea,0,,,,,
ACC-APL-2164,Metal Bumper with Crystal Pattern for iPhone 5 5S Green,Main-Stock,4,ea,0,,,,,
ACC-APL-2166,Metal Bumper with Crystal Pattern for iPhone 5 5S Pink,Main-Stock,3,ea,0,,,,,
ACC-APL-2168,Metal Bumper with Crystal Pattern for iPhone 5 5S Rose Pink,Main-Stock,7,ea,0,,,,,
ACC-APL-2170,Metal Bumper with Golden Rim for iPhone 5 5S Black,Main-Stock,3,ea,6.75,,,,,
ACC-APL-2172,Wallet Card Holder Phone Case for iPhone 4 4S Black,Main-Stock,60,ea,0,,,,,
ACC-APL-2182,Aluminum Plastic Case For iPhone 5 5S Light Pink With Black Frame,Main-Stock,13,ea,0.71429,,,,,
ACC-APL-2184,Aluminum Plastic Case For iPhone 5 5S Silver With Black Frame,Main-Stock,32,ea,0.57647,,,,,
ACC-APL-2186,Aluminum Plastic Case For iPhone 5 5S Teal With Black Frame,Main-Stock,32,ea,0.58824,,,,,
ACC-APL-2188,Alligator Skin Standing Case For iPad Mini Light Yellow,Main-Stock,7,ea,0,,,,,
ACC-APL-2192,Soft Penguin Case For iPhone 5 5S Baby Blue,Main-Stock,2,ea,0,,,,,
ACC-APL-2194,Luxury PU Leather Smooth Flip Wallet Cover With Stand For iPhone 6 Plus Black,Main-Stock,1,ea,8.35714,,,,,
ACC-APL-2196,Luxury PU Leather Smooth Flip Wallet Cover With Stand For iPhone 6 Plus Purple,Main-Stock,1,ea,0,,,,,
ACC-APL-2202,Glossy Color Bumper For iPad Mini Clear Black,Main-Stock,13,ea,0,,,,,
ACC-APL-2204,Glossy Color Bumper For iPad Mini Clear Blue,Main-Stock,2,ea,0,,,,,
ACC-APL-2206,Glossy Color Bumper For iPad Mini Clear Pink,Main-Stock,7,ea,0,,,,,
ACC-APL-2210,Leather Standing Case for iPad Mini Baby Blue,Main-Stock,2,ea,0,,,,,
ACC-APL-2220,Aluminum Plastic Case for iPhone 5 5S Baby Blue,Main-Stock,2,ea,6.42857,,,,,
ACC-APL-2228,SLIM ARMOR HYBRID PROTECTOR CASE FOR IPHONE 6 MINT GREEN,Main-Stock,15,ea,1,,,,,
ACC-APL-2233,Leather Coated TPU Case for iPhone 6 Plus with Card Slots  Grey,Main-Stock,6,ea,0.875,,,,,
ACC-APL-2235,Leather Coated TPU Case for iPhone 6 Plus with Card Slots  Brown,Main-Stock,7,ea,0.875,,,,,
ACC-APL-2236,Leather Coated TPU Case for iPhone 6 47 Inch with Card Slots  Grey,Main-Stock,3,ea,1,,,,,
ACC-APL-2239,Special Rivet Style TPU Case for iPhone 6 Pattern 9,Main-Stock,10,ea,1,,,,,
ACC-APL-2240,Special Rivet Style TPU Case for iPhone 6 Plus Pattern 9,Main-Stock,8,ea,1,,,,,
ACC-APL-2244,Crazy Horse Texture Leather Skinning Silicone Case for iPhone 6 47 inch  Brown,Main-Stock,7,ea,1,,,,,
ACC-APL-2250,Running Sports Gym Leather Armband Case for iPhone 6 Plus 55 inch  White,Main-Stock,4,ea,1,,,,,
ACC-APL-2251,Crystal Grain Wallet Style Flip Leather Case for iPhone 6 Plus 55 inch  Brown,Main-Stock,5,ea,1,,,,,
ACC-APL-2253,Hot Sale Flip Folio Stand PC and PU Leather Case for iPhone 6 Plus 55 inch with Card Slots  Brown,Main-Stock,5,ea,0.8,,,,,
ACC-APL-2254,Hot Sale Flip Folio Stand PCPU Leather Case for iPhone 6 Plus 55 inch with Card Slots  Rose,Main-Stock,3,ea,1,,,,,
ACC-APL-2256,Running Sports Gym Leather Armband Case for iPhone 6 47 inch  White,Main-Stock,1,ea,1,,,,,
ACC-APL-2258,Ultrathin Transparent PC and TPU Back Case for iPhone 6 Plus 55 inch  White,Main-Stock,1,ea,1,,,,,
ACC-APL-2259,Crystal Grain Wallet Style Flip Leather Case for iPhone 6 47 inch  Brown,Main-Stock,8,ea,1,,,,,
ACC-APL-2262,Hot Sale Flip Folio Stand PC and PU Leather Case for iPhone 6 47 inch with Card Slots  Rose,Main-Stock,4,ea,1,,,,,
ACC-APL-2265,Creative Detachable Wallet Leather Case for iPhone 5 5S  Black,Main-Stock,6,ea,1,,,,,
ACC-APL-2267,Transparent TPU Silicone Skin Case for iPhone 5 5S Pink,Main-Stock,2,ea,0,,,,,
ACC-APL-2270,Transparent TPU Silicone Gel Case for iPhone 5 5S  Clear,Main-Stock,5,ea,1,,,,,
ACC-APL-2271,Transparent TPU Silicone Gel Case for iPhone 6  Clear,Main-Stock,5,ea,1,,,,,
ACC-APL-2272,Transparent TPU Silicone Gel Case for iPhone 6 Plus  Clear,Main-Stock,5,ea,1,,,,,
ACC-APL-2274,iPad Mini Magnetic Front Cover Stand  Baby Blue,Main-Stock,5,ea,1,,,,,
ACC-APL-2275,Aluminum Plastic Case for iPhone 5 5S Gold with Black Frame,Main-Stock,10,ea,1,,,,,
ACC-APL-2276,Aluminum Plastic Case for iPhone 5 5S Black with Black Frame,Main-Stock,3,ea,1,,,,,
ACC-APL-2277,Aluminum Plastic Case for iPhone 5 5S Purple with Black Frame,Main-Stock,18,ea,1,,,,,
ACC-APL-2279,Soft Leather Cover Case for iPad Mini  Dark Brown,Main-Stock,7,ea,1,,,,,
ACC-APL-2281,SOFT SILICONE CASE FOR IPHONE 4 4S TRANSPARENT,Main-Stock,1,ea,0,,,,,
ACC-HTC-002,HTC EVO Shift 4G Carbon Fiber Back Cover Case - Black,Main-Stock,18,ea,0,,,,,
ACC-HTC-004,HTC One M7 Clear Bumper Case - White,Main-Stock,5,ea,0.90909,,,,,
ACC-HTC-008,HTC One M7 Gym Arm Band Pouch Case - White,Main-Stock,11,ea,1.89429,,,,,
ACC-HTC-010,HTC One M7 Gym Arm Band Pouch Case - Black,Main-Stock,24,ea,0,,,,,
ACC-HTC-012,WaterProof Durable Case for HTC One M7 - Black,Main-Stock,1,ea,37.14286,,,,,
ACC-HTC-014,WaterProof Durable Case for HTC One M7 - White,Main-Stock,4,ea,0,,,,,
ACC-HTC-018,WaterProof Durable Case for HTC One M7 - Green,Main-Stock,8,ea,0,,,,,
ACC-HTC-020,WaterProof Durable Case for HTC One M7 - Orange,Main-Stock,9,ea,0,,,,,
ACC-HTC-022,WaterProof Durable Case for HTC One M7 - Pink,Main-Stock,13,ea,0,,,,,
ACC-HTC-024,WaterProof Durable Case for HTC One M7 - Purple,Main-Stock,11,ea,0,,,,,
ACC-HTC-028,WaterProof Durable Case for HTC One M7 - Baby Blue,Main-Stock,2,ea,0,,,,,
ACC-HTC-030,WaterProof Durable Case for HTC One M7 - Yellow,Main-Stock,12,ea,0,,,,,
ACC-HTC-032,Wooden Case for HTC One M7 - Bamboo,Main-Stock,4,ea,0,,,,,
ACC-HTC-034,Wooden Case for HTC One M7 - Rosewood,Main-Stock,5,ea,0,,,,,
ACC-HTC-036,Wooden Case for HTC One M7 - Sapele,Main-Stock,3,ea,35,,,,,
ACC-HTC-038,Wooden Case for HTC One M7 - Cherrywood,Main-Stock,4,ea,35,,,,,
ACC-HTC-040,Wooden Case for HTC One M8 - Bamboo,Main-Stock,9,ea,0,,,,,
ACC-HTC-042,Wooden Case for HTC One M8 - Dark Bamboo,Main-Stock,4,ea,0,,,,,
ACC-HTC-046,Wooden Case for HTC One M8 - Sapele,Main-Stock,4,ea,0,,,,,
ACC-HTC-048,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Yellow,Main-Stock,10,ea,0,,,,,
ACC-HTC-050,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Purple,Main-Stock,10,ea,0,,,,,
ACC-HTC-052,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Cyan,Main-Stock,8,ea,0,,,,,
ACC-HTC-054,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Black,Main-Stock,4,ea,0,,,,,
ACC-HTC-056,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Red,Main-Stock,5,ea,0,,,,,
ACC-HTC-058,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Pink,Main-Stock,8,ea,0,,,,,
ACC-HTC-060,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Magenta,Main-Stock,10,ea,0,,,,,
ACC-HTC-062,Luxury PU Leather Flip Wallet Cover with Stand for HTC M8 Dark Blue,Main-Stock,8,ea,0,,,,,
